Name,Sector,ESGRating,Date,Category
SIKKA PORTS & TERMINALS LIMITED,Port & Port services,Crisil ESG 37,16-Oct-25,Weak
SIS LIMITED,Other Consumer Services,Crisil ESG 55,7-Jul-25,Adequate
SIYARAM SILK MILLS LIMITED,Other Textile Products,Crisil ESG 51,11-Aug-25,Adequate
SJVN LIMITED,Power Generation,Crisil ESG 56,14-Oct-25,Adequate
SKF INDIA LIMITED,Abrasives & Bearings,Crisil ESG 60,7-Aug-25,Adequate
SMALL INDUSTRIES DEVELOPMENT BANK OF INDIA,Financial Institutions,Crisil ESG 55,11-Nov-25,Adequate
SMFG INDIA CREDIT COMPANY LIMITED*,Non Banking Financial Company (NBFC),Crisil ESG 54,21-Aug-25,Adequate
SOBHA LIMITED,"Residential, Commercial Projects",Crisil ESG 51,11-Aug-25,Adequate
SOLAR INDUSTRIES INDIA LIMITED,Explosives,Crisil ESG 48,12-Sep-25,Below average
SOLAR INDUSTRIES INDIA LIMITED,Explosives,Crisil ESG 49,6-Aug-25,Below average
SOLARA ACTIVE PHARMA SCIENCES LIMITED,Pharmaceuticals,Crisil ESG 56,10-Oct-25,Adequate
SOMANY CERAMICS LIMITED,Ceramics,Crisil ESG 54,3-Oct-25,Adequate
SONA BLW PRECISION FORGINGS LIMITED,Auto Components & Equipments,Crisil ESG 62,28-Jul-25,Strong
SONATA SOFTWARE LIMITED,Computers - Software & Consulting,Crisil ESG 65,6-Aug-25,Strong
SPANDANA SPHOORTY FINANCIAL LIMITED,Microfinance Institutions,Crisil ESG 58,1-Oct-25,Adequate
SPICEJET LIMITED,Airline,Crisil ESG 42,15-Oct-25,Below average
SRF LIMITED,Commodity Chemicals,Crisil ESG 50,16-Jul-25,Below average
STAR CEMENT LIMITED,Cement & Cement Products,Crisil ESG 51,8-Oct-25,Adequate
STAR HEALTH AND ALLIED INSURANCE COMPANY LIMITED,General Insurance,Crisil ESG 58,6-Oct-25,Adequate
STATE BANK OF INDIA,Public Sector Bank,Crisil ESG 68,30-Jun-25,Strong
STEEL AUTHORITY OF INDIA LIMITED,Iron & Steel,Crisil ESG 47,3-Oct-25,Below average
STEEL STRIPS WHEELS LIMITED,Auto Components & Equipments,Crisil ESG 56,15-Oct-25,Adequate
STERLING AND WILSON RENEWABLE ENERGY LIMITED,Civil Construction,Crisil ESG 52,5-Sep-25,Adequate
STERLITE TECHNOLOGIES LIMITED,Telecom - Equipment & Accessories,Crisil ESG 54,1-Sep-25,Adequate
STOVE KRAFT LIMITED,Household Appliances,Crisil ESG 59,14-Oct-25,Adequate
STRIDES PHARMA SCIENCE LIMITED,Pharmaceuticals,Crisil ESG 54,19-Aug-25,Adequate
STYLAM INDUSTRIES LIMITED,Plywood Boards/ Laminates,Crisil ESG 51,14-Oct-25,Adequate
STYRENIX PERFORMANCE MATERIALS LIMITED,Specialty Chemicals,Crisil ESG 51,16-Sep-25,Adequate
SUBEX LIMITED,Software Products,Crisil ESG 53,10-Oct-25,Adequate
SUBROS LIMITED,Auto Components & Equipments,Crisil ESG 54,1-Oct-25,Adequate
SUDARSHAN CHEMICAL INDUSTRIES LIMITED,Dyes And Pigments,Crisil ESG 53,15-Oct-25,Adequate
SUMITOMO CHEMICAL INDIA LIMITED,Pesticides & Agrochemicals,Crisil ESG 53,13-Aug-25,Adequate
SUN PHARMA ADVANCED RESEARCH CO. LIMITED,Pharmaceuticals,Crisil ESG 56,26-Aug-25,Adequate
SUN PHARMACEUTICAL INDUSTRIES LIMITED,Pharmaceuticals,Crisil ESG 55,13-Aug-25,Adequate
SUN TV NETWORK LIMITED,TV Broadcasting & Software Production,Crisil ESG 59,6-Oct-25,Adequate
SUNDARAM FINANCE LIMITED,Non Banking Financial Company (NBFC),Crisil ESG 61,15-Jul-25,Strong
SUNDARAM HOME FINANCE LIMITED,Housing Finance Company,Crisil ESG 53,4-Jul-25,Adequate
SUNDRAM FASTENERS LIMITED,Auto Components & Equipments,Crisil ESG 56,25-Jun-25,Adequate
SUNDROP BRANDS LIMITED,Edible Oil,Crisil ESG 51,12-Sep-25,Adequate
SUNFLAG IRON AND STEEL CO.LIMITED,Iron & Steel Products,Crisil ESG 48,13-Oct-25,Below average
SUNTECK REALTY LIMITED,"Residential, Commercial Projects",Crisil ESG 56,20-Oct-25,Adequate
SUPRAJIT ENGINEERING LIMITED,Auto Components & Equipments,Crisil ESG 51,1-Oct-25,Adequate
SUPREME PETROCHEM LIMITED,Petrochemicals,Crisil ESG 56,30-Jun-25,Adequate
SUPRIYA LIFESCIENCE LIMITED,Pharmaceuticals,Crisil ESG 58,10-Oct-25,Adequate
SURYA ROSHNI LIMITED,Iron & Steel Products,Crisil ESG 58,26-Sep-25,Adequate
SURYODAY SMALL FINANCE BANK LIMITED,Other Bank,Crisil ESG 63,11-Sep-25,Strong
SUVEN LIFE SCIENCES LIMITED,"Healthcare Research, Analytics & Technology",Crisil ESG 53,8-Sep-25,Adequate
SUZLON ENERGY LIMITED,Heavy Electrical Equipment,Crisil ESG 60,3-Dec-25,Adequate
SUZLON ENERGY LIMITED,Heavy Electrical Equipment,Crisil ESG 59,8-Oct-25,Adequate
SWAN CORP LIMITED,Diversified,Crisil ESG 41,16-Oct-25,Below average
SWARAJ ENGINES LIMITED,"Compressors, Pumps & Diesel Engines",Crisil ESG 55,11-Jul-25,Adequate
SYMPHONY LIMITED,Household Appliances,Crisil ESG 58,7-Aug-25,Adequate
SYNGENE INTERNATIONAL LIMITED,"Healthcare Research, Analytics & Technology",Crisil ESG 65,30-Jul-25,Strong
SYRMA SGS TECHNOLOGY LIMITED,Industrial Products,Crisil ESG 56,13-Oct-25,Adequate
T.V. TODAY NETWORK LIMITED,TV Broadcasting & Software Production,Crisil ESG 56,15-Sep-25,Adequate
TAJ G V K HOTELS AND RESORTS LIMITED,Hotels & Resorts,Crisil ESG 52,26-Sep-25,Adequate
TAMIL NADU NEWSPRINT AND PAPERS LIMITED,Paper & Paper Products,Crisil ESG 52,26-Sep-25,Adequate
TANLA PLATFORMS LIMITED,Software Products,Crisil ESG 64,8-Aug-25,Strong
TARSONS PRODUCTS LIMITED,Medical Equipment & Supplies,Crisil ESG 53,10-Oct-25,Adequate
TATA CAPITAL HOUSING FINANCE LIMITED,Non Banking Financial Company (NBFC),Crisil ESG 55,14-Jul-25,Adequate
TATA CAPITAL LIMITED,Holding Company,Crisil ESG 57,14-Jul-25,Adequate
TATA CHEMICALS LIMITED,Commodity Chemicals,Crisil ESG 55,14-Jul-25,Adequate
TATA COMMUNICATIONS LIMITED,Telecom - Cellular & Fixed line services,Crisil ESG 61,15-Jul-25,Strong
TATA CONSULTANCY SERVICES LIMITED,Computers - Software & Consulting,Crisil ESG 73,27-Jun-25,Leadership
TATA CONSUMER PRODUCTS LIMITED,Tea & Coffee,Crisil ESG 61,12-Jun-25,Strong
TATA ELXSI LIMITED,Computers - Software & Consulting,Crisil ESG 66,27-Jun-25,Strong
TATA HOUSING DEVELOPMENT COMPANY LIMITED,"Residential, Commercial Projects",Crisil ESG 37,17-Sep-25,Weak
TATA INVESTMENT CORPORATION LIMITED,Investment Company,Crisil ESG 59,15-Jul-25,Adequate
TATA MOTORS FINANCE LIMITED,Non-Banking Financial Company,Crisil ESG 52 (Withdrawn),22-Dec-25,Adequate
TATA MOTORS PASSENGER VEHICLES LIMITED,Passenger Cars & Utility Vehicles,Crisil ESG 64,3-Oct-25,Strong
TATA MOTORS PASSENGER VEHICLES LIMITED,Passenger Cars & Utility Vehicles,Crisil ESG 64,26-Jun-25,Strong
TATA POWER RENEWABLE ENERGY LIMITED,Power Generation,Crisil ESG 53,5-Sep-25,Adequate
TATA PROJECTS LIMITED,Civil Construction,Crisil ESG 56,13-Oct-25,Adequate
TATA REALTY AND INFRASTRUCTURE LIMITED,"Residential, Commercial Projects",Crisil ESG 45,18-Jul-25,Below average
TATA STEEL LIMITED,Iron & Steel,Crisil ESG 55,14-Jul-25,Adequate
TATA TELESERVICES (MAHARASHTRA) LIMITED,Telecom - Cellular & Fixed line services,Crisil ESG 57,13-Jun-25,Adequate
TATA TELESERVICES LIMITED,Telecom - Cellular & Fixed line services,Crisil ESG 41,13-Jun-25,Below average
TATVA CHINTAN PHARMA CHEM LIMITED,Specialty Chemicals,Crisil ESG 51,3-Oct-25,Adequate
TCI EXPRESS LIMITED,Logistics Solution Provider,Crisil ESG 57,7-Aug-25,Adequate
TD POWER SYSTEMS LIMITED,Heavy Electrical Equipment,Crisil ESG 58,7-Aug-25,Adequate
TEAMLEASE SERVICES LIMITED,Diversified Commercial Services,Crisil ESG 59,3-Oct-25,Adequate
TECH MAHINDRA LIMITED,Computers - Software & Consulting,Crisil ESG 75,21-Jul-25,Leadership
TECHNO ELECTRIC AND ENGINEERING COMPANY LIMITED,Civil Construction,Crisil ESG 47,8-Oct-25,Below average
TECHNOCRAFT INDUSTRIES INDIA LIMITED,Iron & Steel Products,Crisil ESG 51,16-Oct-25,Adequate
TEGA INDUSTRIES LIMITED,Industrial Products,Crisil ESG 50,3-Oct-25,Below average
TEJAS NETWORKS LIMITED,Telecom - Equipment & Accessories,Crisil ESG 54,11-Jul-25,Adequate
TEXMACO RAIL & ENGINEERING LIMITED,Industrial Products,Crisil ESG 51,6-Oct-25,Adequate
THANGAMAYIL JEWELLERY LIMITED,"Gems, Jewellery And Watches",Crisil ESG 54,25-Jul-25,Adequate
THE ANDHRA SUGARS LIMITED,Commodity Chemicals,Crisil ESG 43,16-Oct-25,Below average
THE ANUP ENGINEERING LIMITED,Industrial Products,Crisil ESG 55,5-Sep-25,Adequate
THE FEDERAL BANK LIMITED,Private Sector Bank,Crisil ESG 68,16-Sep-25,Strong
THE GREAT EASTERN SHIPPING COMPANY LIMITED,Shipping,Crisil ESG 52,13-Aug-25,Adequate
THE INDIA CEMENTS LIMITED,Cement & Cement Products,Crisil ESG 49,26-Aug-25,Below average
THE INDIAN HOTELS COMPANY LIMITED,Hotels & Resorts,Crisil ESG 60,15-Jul-25,Adequate
THE INDIAN HUME PIPE COMPANY LIMITED,Civil Construction,Crisil ESG 47,14-Aug-25,Below average
THE JAMMU AND KASHMIR BANK LIMITED,Private Sector Bank,Crisil ESG 64,10-Sep-25,Strong
THE KARNATAKA BANK LIMITED,Private Sector Bank,Crisil ESG 65,24-Sep-25,Strong
THE KARUR VYSYA BANK LIMITED,Private Sector Bank,Crisil ESG 68,8-Sep-25,Strong
THE KCP LIMITED,Cement & Cement Products,Crisil ESG 46,26-Aug-25,Below average
THE NEW INDIA ASSURANCE COMPANY LIMITED,General Insurance,Crisil ESG 53,10-Oct-25,Adequate
THE ORISSA MINERALS DEVELOPMENT COMPANY LIMITED,Industrial Minerals,Crisil ESG 37,11-Nov-25,Weak
THE PHOENIX MILLS LIMITED,"Residential, Commercial Projects",Crisil ESG 43,20-Oct-25,Below average
THE RAMCO CEMENTS LIMITED,Cement & Cement Products,Crisil ESG 54,22-Aug-25,Adequate
THE SANDUR MANGANESE AND IRON ORES LIMITED,Coal,Crisil ESG 51,3-Oct-25,Adequate
THE SOUTH INDIAN BANK LIMITED,Private Sector Bank,Crisil ESG 64,5-Sep-25,Strong
THE SUPREME INDUSTRIES LIMITED,Plastic Products - Industrial,Crisil ESG 55,17-Jun-25,Adequate
THE TATA POWER COMPANY LIMITED,Integrated Power Utilities,Crisil ESG 61,15-Jul-25,Strong
THEMIS MEDICARE LIMITED,Pharmaceuticals,Crisil ESG 53,23-Sep-25,Adequate
THERMAX LIMITED,Heavy Electrical Equipment,Crisil ESG 58,7-Aug-25,Adequate
THIRUMALAI CHEMICALS LIMITED,Commodity Chemicals,Crisil ESG 53,5-Aug-25,Adequate
THOMAS COOK INDIA LIMITED,"Tour, Travel Related Services",Crisil ESG 53,19-Sep-25,Adequate
THYROCARE TECHNOLOGIES LIMITED,Healthcare Service Provider,Crisil ESG 56,14-Aug-25,Adequate
TIME TECHNOPLAST LIMITED,Plastic Products - Industrial,Crisil ESG 48,26-Sep-25,Below average
TIMKEN INDIA LIMITED,Abrasives & Bearings,Crisil ESG 55,29-Aug-25,Adequate
TIPS MUSIC LIMITED,Media & Entertainment,Crisil ESG 54,11-Aug-25,Adequate
TITAGARH RAIL SYSTEMS LIMITED,Railway Wagons,Crisil ESG 56,3-Oct-25,Adequate
TITAN COMPANY LIMITED,"Gems, Jewellery And Watches",Crisil ESG 63,14-Jul-25,Strong
TMF HOLDINGS LIMITED,Holding Company,Crisil ESG 54,1-Oct-25,Adequate
TORRENT PHARMACEUTICALS LIMITED,Pharmaceuticals,Crisil ESG 61,13-Aug-25,Strong
TORRENT POWER LIMITED,Integrated Power Utilities,Crisil ESG 58,20-Aug-25,Adequate
TRANSPORT CORPORATION OF INDIA LIMITED,Logistics Solution Provider,Crisil ESG 55,6-Aug-25,Adequate
TRENT LIMITED,Speciality Retail,Crisil ESG 61,14-Jul-25,Strong
TRIDENT LIMITED,Other Textile Products,Crisil ESG 54,18-Aug-25,Adequate
TRIVENI ENGINEERING AND INDUSTRIES LIMITED,Sugar,Crisil ESG 56,23-Sep-25,Adequate
TRIVENI TURBINE LIMITED,Heavy Electrical Equipment,Crisil ESG 60,22-Sep-25,Adequate
TRUCAP FINANCE LIMITED,Non Banking Financial Company (NBFC),Crisil ESG 55(Withdrawn),22-Dec-25,Adequate
TRUCAP FINANCE LIMITED,Non Banking Financial Company (NBFC),Crisil ESG 55,10-Oct-25,Adequate
TTK HEALTHCARE LIMITED,Diversified,Crisil ESG 55,5-Aug-25,Adequate
TTK PRESTIGE LIMITED,Household Appliances,Crisil ESG 58,22-Aug-25,Adequate
TUBE INVESTMENTS OF INDIA LIMITED,Auto Components & Equipments,Crisil ESG 56,14-Aug-25,Adequate
TVS HOLDINGS LIMITED,Investment Company,Crisil ESG 56,4-Sep-25,Adequate
TVS MOTOR COMPANY LIMITED,2/3 Wheelers,Crisil ESG 56,26-Aug-25,Adequate
TVS SRICHAKRA LIMITED,Tyres & Rubber Products,Crisil ESG 54,17-Sep-25,Adequate
UCO BANK,Public Sector Bank,Crisil ESG 62,1-Jul-25,Strong
UDAIPUR CEMENT WORKS LIMITED,Cement & Cement Products,Crisil ESG 52 (Withdrawn),19-Dec-25,Adequate
UFLEX LIMITED,Packaging,Crisil ESG 45,22-Aug-25,Below average
UJJIVAN SMALL FINANCE BANK LIMITED,Other Bank,Crisil ESG 66,2-Jul-25,Strong
ULTRATECH CEMENT LIMITED,Cement & Cement Products,Crisil ESG 59,26-Aug-25,Adequate
UNICHEM LABORATORIES LIMITED,Pharmaceuticals,Crisil ESG 52,11-Aug-25,Adequate
UNION BANK OF INDIA,Public Sector Bank,Crisil ESG 66,14-Aug-25,Strong
UNIPARTS INDIA LIMITED,Auto Components & Equipments,Crisil ESG 48,8-Oct-25,Below average
UNITED BREWERIES LIMITED,Breweries & Distilleries,Crisil ESG 54,8-Aug-25,Adequate
UNITED FOODBRANDS LIMITED,Restaurants,Crisil ESG 50,22-Sep-25,Below average
UNITED SPIRITS LIMITED,Breweries & Distilleries,Crisil ESG 61,15-Sep-25,Strong
UNO MINDA LIMITED,Auto Components & Equipments,Crisil ESG 56,22-Aug-25,Adequate
UPL LIMITED,Pesticides & Agrochemicals,Crisil ESG 59,12-Aug-25,Adequate
USHA MARTIN LIMITED,Iron & Steel Products,Crisil ESG 51,22-Aug-25,Adequate
UTI ASSET MANAGEMENT COMPANY LIMITED,Asset Management Company,Crisil ESG 64,1-Aug-25,Strong
V MART RETAIL LIMITED,Diversified Retail,Crisil ESG 60,13-Aug-25,Adequate
V.S.T. TILLERS TRACTORS LIMITED,Tractors,Crisil ESG 56,26-Sep-25,Adequate
VA TECH WABAG LIMITED,Water Supply & Management,Crisil ESG 49,25-Aug-25,Below average
VAIBHAV GLOBAL LIMITED,"Gems, Jewellery And Watches",Crisil ESG 55,20-Aug-25,Adequate
VAKRANGEE LIMITED,IT Enabled Services,Crisil ESG 59,14-Oct-25,Adequate
VALIANT ORGANICS LIMITED,Specialty Chemicals,Crisil ESG 46,10-Oct-25,Below average
VALOR ESTATE LIMITED,"Residential, Commercial Projects",Crisil ESG 49,20-Oct-25,Below average
VARDHMAN SPECIAL STEELS LIMITED,Iron & Steel Products,Crisil ESG 53,13-Oct-25,Adequate
VARDHMAN TEXTILES LIMITED,Other Textile Products,Crisil ESG 53,10-Oct-25,Adequate
VARROC ENGINEERING LIMITED,Auto Components & Equipments,Crisil ESG 54,5-Sep-25,Adequate
VARUN BEVERAGES LIMITED,Other Beverages,Crisil ESG 56,23-Apr-25,Adequate
VEDANT FASHIONS LIMITED,Speciality Retail,Crisil ESG 57,19-Sep-25,Adequate
VEDANTA LIMITED,Diversified Metals,Crisil ESG 52,29-Jul-25,Adequate
VEEDOL CORPORATION LIMITED,Lubricants,Crisil ESG 55,11-Sep-25,Adequate
VENKYS INDIA LIMITED,Meat Products including Poultry,Crisil ESG 51,9-Oct-25,Adequate
VESUVIUS INDIA LIMITED,Electrodes & Refractories,Crisil ESG 56,21-May-25,Adequate
V-GUARD INDUSTRIES LIMITED,Household Appliances,Crisil ESG 63,11-Aug-25,Strong
VIJAYA DIAGNOSTIC CENTRE LIMITED,Healthcare Service Provider,Crisil ESG 55,22-Sep-25,Adequate
VINATI ORGANICS LIMITED,Specialty Chemicals,Crisil ESG 54,1-Oct-25,Adequate
VINDHYA TELELINKS LIMITED,Telecom - Infrastructure,Crisil ESG 54,23-Sep-25,Adequate
VIP INDUSTRIES LIMITED,Plastic Products - Consumer,Crisil ESG 56,29-Sep-25,Adequate
VIYASH SCIENTIFIC LIMITED,Pharmaceuticals,Crisil ESG 50,25-Aug-25,Below average
VODAFONE IDEA LIMITED,Telecom - Cellular & Fixed line services,Crisil ESG 53,29-Aug-25,Adequate
VOLTAMP TRANSFORMERS LIMITED,Heavy Electrical Equipment,Crisil ESG 56,7-Aug-25,Adequate
VOLTAS LIMITED,Household Appliances,Crisil ESG 58,3-Jul-25,Adequate
VRL LOGISTICS LIMITED,Logistics Solution Provider,Crisil ESG 56,7-Aug-25,Adequate
VST INDUSTRIES LIMITED,Cigarettes & Tobacco Products,Crisil ESG 56,6-Aug-25,Adequate
WELSPUN CORP LIMITED,Iron & Steel Products,Crisil ESG 50,18-Aug-25,Below average
WELSPUN ENTERPRISES LIMITED,Civil Construction,Crisil ESG 55,16-Sep-25,Adequate
WELSPUN LIVING LIMITED,Other Textile Products,Crisil ESG 61,16-Sep-25,Strong
WENDT INDIA LIMITED,Abrasives & Bearings,Crisil ESG 58,5-Aug-25,Adequate
WEST COAST PAPER MILLS LIMITED,Paper & Paper Products,Crisil ESG 53,8-Sep-25,Adequate
WESTLIFE FOODWORLD LIMITED,Restaurants,Crisil ESG 58,26-Sep-25,Adequate
WHEELS INDIA LIMITED,Auto Components & Equipments,Crisil ESG 59,11-Jul-25,Adequate
WHIRLPOOL OF INDIA LIMITED,Household Appliances,Crisil ESG 61,23-Sep-25,Strong
WIPRO LIMITED,Computers - Software & Consulting,Crisil ESG 73,21-Jul-25,Leadership
WOCKHARDT LIMITED,Pharmaceuticals,Crisil ESG 57,25-Aug-25,Adequate
WONDERLA HOLIDAYS LIMITED,Amusement Parks/ Other Recreation,Crisil ESG 56,4-Sep-25,Adequate
WPIL LIMITED,Industrial Products,Crisil ESG 53,22-Aug-25,Adequate
YES BANK LIMITED,Private Sector Bank,Crisil ESG 68,4-Sep-25,Strong
ZEE ENTERTAINMENT ENTERPRISES LIMITED,TV Broadcasting & Software Production,Crisil ESG 58,29-Sep-25,Adequate
ZENSAR TECHNOLOGIES LIMITED,Computers - Software & Consulting,Crisil ESG 71,8-Aug-25,Leadership
ZF COMMERCIAL VEHICLE CONTROL SYSTEMS INDIA LIMITED,Auto Components & Equipments,Crisil ESG 62,24-Sep-25,Strong
ZF COMMERCIAL VEHICLE CONTROL SYSTEMS INDIA LIMITED,Auto Components & Equipments,Crisil ESG 62,5-Sep-25,Strong
ZYDUS LIFESCIENCES LIMITED,Pharmaceuticals,Crisil ESG 61,25-Aug-25,Strong
ZYDUS WELLNESS LIMITED,Packaged Foods,Crisil ESG 59,8-Aug-25,Adequate
